Time of Record (Adjusted to Time Zone),,How are you feeling?,"In the last 10 min, what kind of activity were you doing?",I was doing this activity because,Morning/Evening Person,Activity type,Part of day
4/14/20 9:15,,Good,"b1: Communication - Virtual, Collaborative (e.g. emailing)",I have to,Morning,Bi-Directional,Morning
4/14/20 9:22,,Amazing,"i8: Rest (e.g. rolling in bed, waiting)",I have to,Morning,Inflow,Morning
4/14/20 9:22,,Ok,"b3: Collaboration (e.g. meeting, appointment)",I have to,Evening,Bi-Directional,Morning
4/14/20 9:29,,Ok,"b3: Collaboration (e.g. meeting, appointment)",I want to,Evening,Bi-Directional,Morning
4/14/20 9:39,,Good,"b5: Intellectual (e.g. writing, coding)",I want to and have to,,Bi-Directional,Morning
4/14/20 9:44,,Good,"i8: Rest (e.g. rolling in bed, waiting)",I want to and have to,,Inflow,Morning
4/14/20 9:50,,Ok,"i8: Rest (e.g. rolling in bed, waiting)",I want to and have to,Evening,Inflow,Morning
4/14/20 9:59,,Good,"i1: Consuming art (e.g. movie, museum)",I want to,,Inflow,Morning
4/14/20 10:00,,Good,"i6: Learning (e.g. reading, researching, attending lecture)",I want to and have to,Morning,Inflow,Morning
4/14/20 10:00,,Ok,"i2: Exploratory (e.g. internet search, fb)",I want to,Evening,Inflow,Morning
4/14/20 10:00,,Good,"i1: Consuming art (e.g. movie, museum)",I want to,Morning,Inflow,Morning
4/14/20 10:00,,Good,"b2: Communication - Virtual, Social (e.g. messaging)",I want to,Evening,Bi-Directional,Morning
4/14/20 10:02,,Good,"i6: Learning (e.g. reading, researching, attending lecture)",I have to,Evening,Inflow,Morning
4/14/20 10:02,,Ok,"i8: Rest (e.g. rolling in bed, waiting)",I want to,Evening,Inflow,Morning
4/14/20 10:02,,Ok,"i6: Learning (e.g. reading, researching, attending lecture)",I have to,,Inflow,Morning
4/14/20 10:04,,Ok,"b1: Communication - Virtual, Collaborative (e.g. emailing)",I have to,Evening,Bi-Directional,Morning
4/14/20 10:05,,Good,"i5: Fun (e.g. drinking, games)",I want to,,Inflow,Morning
4/14/20 10:07,,Ok,"b9: Socializing (e.g., partying, meal)",I want to,Evening,Bi-Directional,Morning
4/14/20 10:22,,Ok,"b3: Collaboration (e.g. meeting, appointment)",I have to,Morning,Bi-Directional,Morning
4/14/20 10:30,,Good,"i1: Consuming art (e.g. movie, museum)",I want to,,Inflow,Morning
4/14/20 10:30,,Bad,"b3: Collaboration (e.g. meeting, appointment)",I have to,Morning,Bi-Directional,Morning
4/14/20 10:34,,Good,"i8: Rest (e.g. rolling in bed, waiting)",I want to,Evening,Inflow,Morning
4/14/20 10:45,,Good,"i6: Learning (e.g. reading, researching, attending lecture)",I want to and have to,Evening,Inflow,Morning
4/14/20 10:45,,Good,"b2: Communication - Virtual, Social (e.g. messaging)",I want to,,Bi-Directional,Morning
4/14/20 10:47,,Good,"b3: Collaboration (e.g. meeting, appointment)",I want to and have to,Morning,Bi-Directional,Morning
4/14/20 10:53,,Ok,"b1: Communication - Virtual, Collaborative (e.g. emailing)",I have to,Evening,Bi-Directional,Morning
4/14/20 10:57,,Ok,"b7: Manual work (e.g., housework)",I want to and have to,Morning,Bi-Directional,Morning
4/14/20 11:00,,Good,"b1: Communication - Virtual, Collaborative (e.g. emailing)",I want to and have to,Morning,Bi-Directional,Morning
4/14/20 11:00,,Ok,i3: Eating and drinking,I want to and have to,Evening,Inflow,Morning
4/14/20 11:00,,Good,i3: Eating and drinking,I want to and have to,,Inflow,Morning
4/14/20 11:00,,Ok,"i2: Exploratory (e.g. internet search, fb)",I have to,Evening,Inflow,Morning
4/14/20 11:12,,Bad,"b3: Collaboration (e.g. meeting, appointment)",I have to,,Bi-Directional,Morning
4/14/20 11:21,,Good,i3: Eating and drinking,I want to and have to,Evening,Inflow,Morning
4/14/20 11:35,,Amazing,i3: Eating and drinking,I want to and have to,Morning,Inflow,Morning
4/14/20 11:38,,Amazing,"i8: Rest (e.g. rolling in bed, waiting)",I want to,Evening,Inflow,Morning
4/14/20 11:39,,Good,"b6: Logistical (e.g. planning, commuting, errands)",I have to,Morning,Bi-Directional,Morning
4/14/20 11:45,,Good,"b2: Communication - Virtual, Social (e.g. messaging)",I want to,,Bi-Directional,Morning
4/14/20 11:46,,Ok,"b5: Intellectual (e.g. writing, coding)",I have to,Evening,Bi-Directional,Morning
4/14/20 11:51,,Good,"b1: Communication - Virtual, Collaborative (e.g. emailing)",I want to,Evening,Bi-Directional,Morning
4/14/20 11:51,,Ok,"b6: Logistical (e.g. planning, commuting, errands)",I have to,Evening,Bi-Directional,Morning
4/14/20 11:52,,Good,"i6: Learning (e.g. reading, researching, attending lecture)",I want to,,Inflow,Morning
4/14/20 12:00,,Good,"i6: Learning (e.g. reading, researching, attending lecture)",I want to and have to,Morning,Inflow,Afternoon
4/14/20 12:00,,Good,"i6: Learning (e.g. reading, researching, attending lecture)",I want to and have to,Evening,Inflow,Afternoon
4/14/20 12:00,,Amazing,i4: Exercise,I want to,Evening,Inflow,Afternoon
4/14/20 12:00,,Ok,"b5: Intellectual (e.g. writing, coding)",I have to,Evening,Bi-Directional,Afternoon
4/14/20 12:00,,Good,"b2: Communication - Virtual, Social (e.g. messaging)",I want to,Morning,Bi-Directional,Afternoon
4/14/20 12:03,,Ok,"b1: Communication - Virtual, Collaborative (e.g. emailing)",I have to,,Bi-Directional,Afternoon
4/14/20 12:08,,Bad,"b7: Manual work (e.g., housework)",of something else; I neither want to nor have to,Morning,Bi-Directional,Afternoon
4/14/20 12:11,,Good,i3: Eating and drinking,I want to and have to,,Inflow,Afternoon
4/14/20 12:14,,Good,"b2: Communication - Virtual, Social (e.g. messaging)",I want to,Evening,Bi-Directional,Afternoon
4/14/20 12:15,,Ok,"i9: Self-care (e.g. grooming, pooping)",I want to and have to,Morning,Inflow,Afternoon
4/14/20 12:15,,Good,"i5: Fun (e.g. drinking, games)",I want to,Morning,Inflow,Afternoon
4/14/20 12:16,,Amazing,i4: Exercise,I want to and have to,,Inflow,Afternoon
4/14/20 12:19,,Ok,"b3: Collaboration (e.g. meeting, appointment)",I have to,,Bi-Directional,Afternoon
4/14/20 12:37,,Bad,"i6: Learning (e.g. reading, researching, attending lecture)",I have to,Evening,Inflow,Afternoon
4/14/20 12:39,,Good,i4: Exercise,I want to,,Inflow,Afternoon
4/14/20 12:45,,Ok,"i2: Exploratory (e.g. internet search, fb)",I want to,Evening,Inflow,Afternoon
4/14/20 12:45,,Ok,i4: Exercise,I want to,,Inflow,Afternoon
4/14/20 12:45,,Good,b11: Bi-directional - Other,I want to,,Bi-Directional,Afternoon
4/14/20 12:49,,Awful,"b3: Collaboration (e.g. meeting, appointment)",I have to,,Bi-Directional,Afternoon
4/14/20 13:00,,Ok,"i6: Learning (e.g. reading, researching, attending lecture)",I want to and have to,Morning,Inflow,Afternoon
4/14/20 13:00,,Ok,i4: Exercise,I want to,Morning,Inflow,Afternoon
4/14/20 13:00,,Ok,"i6: Learning (e.g. reading, researching, attending lecture)",I have to,Evening,Inflow,Afternoon
4/14/20 13:01,,Good,i3: Eating and drinking,I want to and have to,Morning,Inflow,Afternoon
4/14/20 13:01,,Ok,"b3: Collaboration (e.g. meeting, appointment)",I have to,Evening,Bi-Directional,Afternoon
4/14/20 13:06,,Ok,"b2: Communication - Virtual, Social (e.g. messaging)",I want to,Evening,Bi-Directional,Afternoon
4/14/20 13:17,,Ok,"i5: Fun (e.g. drinking, games)",I want to,Evening,Inflow,Afternoon
4/14/20 13:32,,Bad,i4: Exercise,I want to and have to,Morning,Inflow,Afternoon
4/14/20 13:34,,Ok,"i2: Exploratory (e.g. internet search, fb)",I want to,Evening,Inflow,Afternoon
4/14/20 13:34,,Ok,"b5: Intellectual (e.g. writing, coding)",I have to,Morning,Bi-Directional,Afternoon
4/14/20 13:45,,Good,i3: Eating and drinking,I want to,,Inflow,Afternoon
4/14/20 13:45,,Good,"b1: Communication - Virtual, Collaborative (e.g. emailing)",I want to,Evening,Bi-Directional,Afternoon
4/14/20 13:45,,Ok,"b2: Communication - Virtual, Social (e.g. messaging)",I want to,Evening,Bi-Directional,Afternoon
4/14/20 13:56,,Ok,"b6: Logistical (e.g. planning, commuting, errands)",I want to,,Bi-Directional,Afternoon
4/14/20 14:00,,Good,"b1: Communication - Virtual, Collaborative (e.g. emailing)",I want to and have to,Morning,Bi-Directional,Afternoon
4/14/20 14:00,,Good,"b6: Logistical (e.g. planning, commuting, errands)",I want to,Morning,Bi-Directional,Afternoon
4/14/20 14:00,,Ok,"i6: Learning (e.g. reading, researching, attending lecture)",I have to,Evening,Inflow,Afternoon
4/14/20 14:01,,Good,"b1: Communication - Virtual, Collaborative (e.g. emailing)",I want to,Evening,Bi-Directional,Afternoon
4/14/20 14:01,,Ok,"b6: Logistical (e.g. planning, commuting, errands)",I want to and have to,Morning,Bi-Directional,Afternoon
4/14/20 14:01,,Ok,"i9: Self-care (e.g. grooming, pooping)",I want to,Morning,Inflow,Afternoon
4/14/20 14:02,,Bad,"b2: Communication - Virtual, Social (e.g. messaging)",I want to,Evening,Bi-Directional,Afternoon
4/14/20 14:10,,Good,b4: Creative (e.g. painting),I want to and have to,,Bi-Directional,Afternoon
4/14/20 14:15,,Ok,"i5: Fun (e.g. drinking, games)",I want to,Evening,Inflow,Afternoon
4/14/20 14:17,,Good,"i5: Fun (e.g. drinking, games)",I want to,Evening,Inflow,Afternoon
4/14/20 14:17,,Good,"b5: Intellectual (e.g. writing, coding)",I want to,,Bi-Directional,Afternoon
4/14/20 14:30,,Ok,b11: Bi-directional - Other,I have to,Evening,Bi-Directional,Afternoon
4/14/20 14:45,,Ok,"i5: Fun (e.g. drinking, games)",I want to,Evening,Inflow,Afternoon
4/14/20 14:45,,Good,"i8: Rest (e.g. rolling in bed, waiting)",I want to,,Inflow,Afternoon
4/14/20 14:46,,Ok,"i5: Fun (e.g. drinking, games)",I want to,,Inflow,Afternoon
4/14/20 14:52,,Amazing,"b9: Socializing (e.g., partying, meal)",I want to,Morning,Bi-Directional,Afternoon
4/14/20 14:58,,Bad,"b3: Collaboration (e.g. meeting, appointment)",I have to,Morning,Bi-Directional,Afternoon
4/14/20 14:59,,Amazing,i3: Eating and drinking,I want to and have to,,Inflow,Afternoon
4/14/20 15:00,,Good,"b5: Intellectual (e.g. writing, coding)",I have to,Morning,Bi-Directional,Afternoon
4/14/20 15:00,,Ok,"i8: Rest (e.g. rolling in bed, waiting)",I want to,Evening,Inflow,Afternoon
4/14/20 15:01,,Ok,i10: Inflow - Other,I have to,Evening,Inflow,Afternoon
4/14/20 15:02,,Ok,"b3: Collaboration (e.g. meeting, appointment)",I have to,Morning,Bi-Directional,Afternoon
4/14/20 15:02,,Ok,"i9: Self-care (e.g. grooming, pooping)",I want to,Morning,Inflow,Afternoon
4/14/20 15:03,,Ok,"b5: Intellectual (e.g. writing, coding)",I have to,Evening,Bi-Directional,Afternoon
4/14/20 15:04,,Ok,"b1: Communication - Virtual, Collaborative (e.g. emailing)",I want to,Evening,Bi-Directional,Afternoon
4/14/20 15:09,,Ok,"b2: Communication - Virtual, Social (e.g. messaging)",I want to,,Bi-Directional,Afternoon
4/14/20 15:24,,Ok,"b5: Intellectual (e.g. writing, coding)",I want to and have to,,Bi-Directional,Afternoon
4/14/20 15:30,,Good,"i6: Learning (e.g. reading, researching, attending lecture)",I want to,,Inflow,Afternoon
4/14/20 15:30,,Good,"i6: Learning (e.g. reading, researching, attending lecture)",I want to,Evening,Inflow,Afternoon
4/14/20 15:30,,Ok,"b2: Communication - Virtual, Social (e.g. messaging)",I want to and have to,Evening,Bi-Directional,Afternoon
4/14/20 15:30,,Good,"i7: Observation (e.g. strolling, birdwatching)",I want to,,Inflow,Afternoon
4/14/20 15:31,,Ok,"i6: Learning (e.g. reading, researching, attending lecture)",I want to and have to,Morning,Inflow,Afternoon
4/14/20 15:31,,Good,"i2: Exploratory (e.g. internet search, fb)",I want to,,Inflow,Afternoon
4/14/20 15:41,,Good,"b1: Communication - Virtual, Collaborative (e.g. emailing)",I want to and have to,Evening,Bi-Directional,Afternoon
4/14/20 15:42,,Ok,"i6: Learning (e.g. reading, researching, attending lecture)",I have to,Evening,Inflow,Afternoon
4/14/20 15:45,,Good,"b7: Manual work (e.g., housework)",I want to and have to,Morning,Bi-Directional,Afternoon
4/14/20 15:46,,Ok,"b6: Logistical (e.g. planning, commuting, errands)",I have to,Morning,Bi-Directional,Afternoon
4/14/20 16:00,,Amazing,"i1: Consuming art (e.g. movie, museum)",I want to,,Inflow,Afternoon
4/14/20 16:00,,Ok,"i6: Learning (e.g. reading, researching, attending lecture)",I have to,Evening,Inflow,Afternoon
4/14/20 16:00,,Good,"b2: Communication - Virtual, Social (e.g. messaging)",I want to,Evening,Bi-Directional,Afternoon
4/14/20 16:01,,Good,"b5: Intellectual (e.g. writing, coding)",I have to,Morning,Bi-Directional,Afternoon
4/14/20 16:06,,Good,"b5: Intellectual (e.g. writing, coding)",I want to and have to,Evening,Bi-Directional,Afternoon
4/14/20 16:13,,Amazing,"b8: Romantic (e.g., date)",I want to,,Bi-Directional,Afternoon
4/14/20 16:14,,Good,"i5: Fun (e.g. drinking, games)",I want to,,Inflow,Afternoon
4/14/20 16:20,,Ok,"b5: Intellectual (e.g. writing, coding)",I have to,,Bi-Directional,Afternoon
4/14/20 16:30,,Ok,"i5: Fun (e.g. drinking, games)",I want to and have to,Evening,Inflow,Afternoon
4/14/20 16:30,,Good,"i5: Fun (e.g. drinking, games)",I want to,,Inflow,Afternoon
4/14/20 16:32,,Ok,"b7: Manual work (e.g., housework)",I want to and have to,Evening,Bi-Directional,Afternoon
4/14/20 16:39,,Ok,"b9: Socializing (e.g., partying, meal)",I have to,Morning,Bi-Directional,Afternoon
4/14/20 16:40,,Ok,"b9: Socializing (e.g., partying, meal)",I have to,,Bi-Directional,Afternoon
4/14/20 16:47,,Good,i3: Eating and drinking,I want to,,Inflow,Afternoon
4/14/20 17:00,,Good,"b5: Intellectual (e.g. writing, coding)",I have to,Morning,Bi-Directional,Evening
4/14/20 17:00,,Ok,i4: Exercise,I want to and have to,Evening,Inflow,Evening
4/14/20 17:01,,Amazing,"b2: Communication - Virtual, Social (e.g. messaging)",I want to,Morning,Bi-Directional,Evening
4/14/20 17:08,,Good,"i7: Observation (e.g. strolling, birdwatching)",I want to,Evening,Inflow,Evening
4/14/20 17:12,,Ok,"b7: Manual work (e.g., housework)",I want to,Evening,Bi-Directional,Evening
4/14/20 17:30,,Good,i3: Eating and drinking,I want to,,Inflow,Evening
4/14/20 17:30,,Amazing,"b9: Socializing (e.g., partying, meal)",I want to,Morning,Bi-Directional,Evening
4/14/20 17:30,,Ok,"b6: Logistical (e.g. planning, commuting, errands)",I want to and have to,Evening,Bi-Directional,Evening
4/14/20 17:30,,Ok,"i1: Consuming art (e.g. movie, museum)",I want to,Evening,Inflow,Evening
4/14/20 17:30,,Ok,"i6: Learning (e.g. reading, researching, attending lecture)",I have to,,Inflow,Evening
4/14/20 17:31,,Amazing,"b9: Socializing (e.g., partying, meal)",I want to and have to,,Bi-Directional,Evening
4/14/20 17:31,,Ok,"b5: Intellectual (e.g. writing, coding)",of something else; I neither want to nor have to,Evening,Bi-Directional,Evening
4/14/20 17:32,,Good,i4: Exercise,I want to and have to,Morning,Inflow,Evening
4/14/20 17:45,,Good,"b5: Intellectual (e.g. writing, coding)",I want to,,Bi-Directional,Evening
4/14/20 18:00,,Ok,"i6: Learning (e.g. reading, researching, attending lecture)",I have to,Morning,Inflow,Evening
4/14/20 18:00,,Amazing,"i7: Observation (e.g. strolling, birdwatching)",I want to,,Inflow,Evening
4/14/20 18:00,,Good,"b2: Communication - Virtual, Social (e.g. messaging)",I want to,Morning,Bi-Directional,Evening
4/14/20 18:05,,Good,"i6: Learning (e.g. reading, researching, attending lecture)",I have to,Evening,Inflow,Evening
4/14/20 18:15,,Amazing,i3: Eating and drinking,I want to,Morning,Inflow,Evening
4/14/20 18:21,,Good,"i9: Self-care (e.g. grooming, pooping)",I want to,Morning,Inflow,Evening
4/14/20 18:30,,Good,"i1: Consuming art (e.g. movie, museum)",I want to,,Inflow,Evening
4/14/20 18:30,,Ok,"b1: Communication - Virtual, Collaborative (e.g. emailing)",I want to,,Bi-Directional,Evening
4/14/20 18:32,,Good,i4: Exercise,I want to,Evening,Inflow,Evening
4/14/20 18:41,,Ok,"b2: Communication - Virtual, Social (e.g. messaging)",I want to,Evening,Bi-Directional,Evening
4/14/20 18:47,,Good,i3: Eating and drinking,I have to,,Inflow,Evening
4/14/20 18:50,,Amazing,i3: Eating and drinking,I want to and have to,Morning,Inflow,Evening
4/14/20 18:55,,Ok,"b7: Manual work (e.g., housework)",I want to and have to,Evening,Bi-Directional,Evening
4/14/20 18:57,,Good,i3: Eating and drinking,I want to and have to,Morning,Inflow,Evening
4/14/20 19:00,,Ok,"i6: Learning (e.g. reading, researching, attending lecture)",I have to,Morning,Inflow,Evening
4/14/20 19:01,,Good,i3: Eating and drinking,I want to and have to,Morning,Inflow,Evening
4/14/20 19:08,,Ok,"i6: Learning (e.g. reading, researching, attending lecture)",I have to,Evening,Inflow,Evening
4/14/20 19:10,,Good,"i9: Self-care (e.g. grooming, pooping)",I want to and have to,Evening,Inflow,Evening
4/14/20 19:12,,Good,"i1: Consuming art (e.g. movie, museum)",I want to,Evening,Inflow,Evening
4/14/20 19:15,,Good,i3: Eating and drinking,I want to and have to,Evening,Inflow,Evening
4/14/20 19:15,,Good,"i2: Exploratory (e.g. internet search, fb)",I want to,,Inflow,Evening
4/14/20 19:15,,Amazing,"b2: Communication - Virtual, Social (e.g. messaging)",I want to,Evening,Bi-Directional,Evening
4/14/20 19:15,,Ok,"i8: Rest (e.g. rolling in bed, waiting)",I want to and have to,Evening,Inflow,Evening
4/14/20 19:15,,Amazing,i3: Eating and drinking,I want to,Morning,Inflow,Evening
4/14/20 19:15,,Good,"i5: Fun (e.g. drinking, games)",I want to,,Inflow,Evening
4/14/20 19:16,,Good,"i5: Fun (e.g. drinking, games)",I want to,Evening,Inflow,Evening
4/14/20 19:26,,Bad,i3: Eating and drinking,I have to,Morning,Inflow,Evening
4/14/20 19:28,,Ok,"i1: Consuming art (e.g. movie, museum)",of something else; I neither want to nor have to,Morning,Inflow,Evening
4/14/20 19:30,,Good,i3: Eating and drinking,I have to,,Inflow,Evening
4/14/20 19:30,,Ok,"b9: Socializing (e.g., partying, meal)",I want to,Evening,Bi-Directional,Evening
4/14/20 19:51,,Ok,"i6: Learning (e.g. reading, researching, attending lecture)",I want to,Evening,Inflow,Evening
4/14/20 19:59,,Good,"b5: Intellectual (e.g. writing, coding)",I have to,,Bi-Directional,Evening
4/14/20 20:00,,Good,"b9: Socializing (e.g., partying, meal)",I have to,Morning,Bi-Directional,Evening
4/14/20 20:00,,Ok,i3: Eating and drinking,I want to and have to,Evening,Inflow,Evening
4/14/20 20:00,,Good,"b3: Collaboration (e.g. meeting, appointment)",I want to,Evening,Bi-Directional,Evening
4/14/20 20:00,,Good,"b3: Collaboration (e.g. meeting, appointment)",I want to and have to,Evening,Bi-Directional,Evening
4/14/20 20:00,,Good,"i1: Consuming art (e.g. movie, museum)",I want to,,Inflow,Evening
4/14/20 20:12,,Ok,"i2: Exploratory (e.g. internet search, fb)",I want to,Morning,Inflow,Evening
4/14/20 20:15,,Good,"b2: Communication - Virtual, Social (e.g. messaging)",I want to,,Bi-Directional,Evening
4/14/20 20:15,,Ok,"b2: Communication - Virtual, Social (e.g. messaging)",of something else; I neither want to nor have to,,Bi-Directional,Evening
4/14/20 20:15,,Good,b4: Creative (e.g. painting),I want to,Morning,Bi-Directional,Evening
4/14/20 20:19,,Good,"i6: Learning (e.g. reading, researching, attending lecture)",I want to,Morning,Inflow,Evening
4/14/20 21:00,,Good,"i6: Learning (e.g. reading, researching, attending lecture)",I want to and have to,Morning,Inflow,Night
