Time of Record (Adjusted to Time Zone),Email,How are you feeling?,"In the last 10 min, what kind of activity were you doing?",I was doing this activity because,Morning/Evening Person,Activity type,Part of day
4/13/20 10:15 PM,0.14014177973779474,Good,"i8: Rest (e.g. rolling in bed, waiting)",I want to,,Inflow,Night
4/13/20 10:15 PM,0.4679025128092601,Amazing,"i5: Fun (e.g. drinking, games)",I want to,,Inflow,Night
4/13/20 10:21 PM,0.6478801025509782,Bad,"i8: Rest (e.g. rolling in bed, waiting)",of something else; I neither want to nor have to,Evening,Inflow,Night
4/13/20 10:58 PM,0.011015262917951851,Bad,"b9: Socializing (e.g., partying, meal)",I want to,Evening,Bi-Directional,Night
4/13/20 11:00 PM,0.21399290811170335,Good,"i2: Exploratory (e.g. internet search, fb)",of something else; I neither want to nor have to,Evening,Inflow,Night
4/13/20 11:12 PM,0.04207113480625202,Ok,"i2: Exploratory (e.g. internet search, fb)",I want to,Evening,Inflow,Night
4/13/20 11:22 PM,0.003906290489614772,Awful,"b3: Collaboration (e.g. meeting, appointment)",I have to,Evening,Bi-Directional,Night
4/13/20 11:30 PM,0.5230119531266414,Good,"b8: Romantic (e.g., date)",I want to,Morning,Bi-Directional,Night
4/14/20 1:20 AM,0.1891973955850632,Good,"i9: Self-care (e.g. grooming, pooping)",I want to and have to,Evening,Inflow,Night
4/14/20 2:23 AM,0.003906290489614772,Good,"i9: Self-care (e.g. grooming, pooping)",I want to and have to,Evening,Inflow,Night
4/14/20 5:42 AM,0.6737788102981581,Ok,"i8: Rest (e.g. rolling in bed, waiting)",I want to,Morning,Inflow,Morning
4/14/20 6:00 AM,0.056777490296152755,Ok,"i8: Rest (e.g. rolling in bed, waiting)",I want to,,Inflow,Morning
4/14/20 6:54 AM,0.07987691256179696,Good,"i9: Self-care (e.g. grooming, pooping)",I want to and have to,,Inflow,Morning
4/14/20 6:57 AM,0.050374096737726304,Good,"i8: Rest (e.g. rolling in bed, waiting)",I want to and have to,Morning,Inflow,Morning
4/14/20 7:00 AM,0.25970807074888325,Ok,"i8: Rest (e.g. rolling in bed, waiting)",I want to,Evening,Inflow,Morning
4/14/20 7:01 AM,0.41432378521528046,Ok,i3: Eating and drinking,I want to and have to,Morning,Inflow,Morning
4/14/20 7:13 AM,0.7067347814443499,Good,"i1: Consuming art (e.g. movie, museum)",I want to,Morning,Inflow,Morning
4/14/20 7:14 AM,0.2972751661913613,Good,"i8: Rest (e.g. rolling in bed, waiting)",I want to,Morning,Inflow,Morning
4/14/20 7:32 AM,0.7154627748693038,Good,"i8: Rest (e.g. rolling in bed, waiting)",I want to,Morning,Inflow,Morning
4/14/20 8:00 AM,0.0732407481040791,Good,"b5: Intellectual (e.g. writing, coding)",I want to and have to,Morning,Bi-Directional,Morning
4/14/20 8:00 AM,0.7116742748513436,Good,"i5: Fun (e.g. drinking, games)",I want to,,Inflow,Morning
4/14/20 8:00 AM,0.2972751661913613,Good,i4: Exercise,I want to,Morning,Inflow,Morning
4/14/20 8:00 AM,0.07987691256179696,Good,"b2: Communication - Virtual, Social (e.g. messaging)",I want to,,Bi-Directional,Morning
4/14/20 8:00 AM,0.6593225488258994,Ok,"i2: Exploratory (e.g. internet search, fb)",I want to,Evening,Inflow,Morning
4/14/20 8:00 AM,0.6418846738228277,Ok,"i9: Self-care (e.g. grooming, pooping)",I want to and have to,,Inflow,Morning
4/14/20 8:00 AM,0.7116742748513436,Good,"i6: Learning (e.g. reading, researching, attending lecture)",I want to,,Inflow,Morning
4/14/20 8:00 AM,0.14014177973779474,Ok,"i8: Rest (e.g. rolling in bed, waiting)",I have to,,Inflow,Morning
4/14/20 8:04 AM,0.7591494294474629,Ok,"i8: Rest (e.g. rolling in bed, waiting)",of something else; I neither want to nor have to,,Inflow,Morning
4/14/20 8:05 AM,0.21399290811170335,Ok,"i8: Rest (e.g. rolling in bed, waiting)",of something else; I neither want to nor have to,Evening,Inflow,Morning
4/14/20 8:40 AM,0.056777490296152755,Good,"b3: Collaboration (e.g. meeting, appointment)",I have to,,Bi-Directional,Morning
4/14/20 8:46 AM,0.7067347814443499,Good,"b1: Communication - Virtual, Collaborative (e.g. emailing)",I want to and have to,Morning,Bi-Directional,Morning
4/14/20 8:54 AM,0.1891973955850632,Good,"b2: Communication - Virtual, Social (e.g. messaging)",I want to,Evening,Bi-Directional,Morning
4/14/20 8:56 AM,0.33879887216117854,Ok,"i8: Rest (e.g. rolling in bed, waiting)",I want to,Evening,Inflow,Morning
4/14/20 9:00 AM,0.0732407481040791,Good,"i6: Learning (e.g. reading, researching, attending lecture)",I want to and have to,Morning,Inflow,Morning
4/14/20 9:00 AM,0.14014177973779474,Ok,"i6: Learning (e.g. reading, researching, attending lecture)",I have to,,Inflow,Morning
4/14/20 9:00 AM,0.003906290489614772,Ok,"b6: Logistical (e.g. planning, commuting, errands)",I want to and have to,Evening,Bi-Directional,Morning
4/14/20 9:00 AM,0.21399290811170335,Ok,"b2: Communication - Virtual, Social (e.g. messaging)",I want to,Evening,Bi-Directional,Morning
4/14/20 9:00 AM,0.2972751661913613,Amazing,"i9: Self-care (e.g. grooming, pooping)",I want to,Morning,Inflow,Morning
4/14/20 9:00 AM,0.011015262917951851,Ok,"i6: Learning (e.g. reading, researching, attending lecture)",I have to,Evening,Inflow,Morning
4/14/20 9:00 AM,0.7154627748693038,Ok,"b6: Logistical (e.g. planning, commuting, errands)",I have to,Morning,Bi-Directional,Morning
4/14/20 9:07 AM,0.4679025128092601,Ok,"i8: Rest (e.g. rolling in bed, waiting)",I want to and have to,,Inflow,Morning
4/14/20 9:15 AM,0.6478801025509782,Ok,"b1: Communication - Virtual, Collaborative (e.g. emailing)",I have to,Evening,Bi-Directional,Morning
4/14/20 9:15 AM,0.6737788102981581,Good,"b1: Communication - Virtual, Collaborative (e.g. emailing)",I have to,Morning,Bi-Directional,Morning
4/14/20 9:22 AM,0.5230119531266414,Amazing,"i8: Rest (e.g. rolling in bed, waiting)",I have to,Morning,Inflow,Morning
4/14/20 9:22 AM,0.25970807074888325,Ok,"b3: Collaboration (e.g. meeting, appointment)",I have to,Evening,Bi-Directional,Morning
4/14/20 9:29 AM,0.8262523326828731,Ok,"b3: Collaboration (e.g. meeting, appointment)",I want to,Evening,Bi-Directional,Morning
4/14/20 9:39 AM,0.41434933550599706,Good,"b5: Intellectual (e.g. writing, coding)",I want to and have to,,Bi-Directional,Morning
4/14/20 9:44 AM,0.11474372029382096,Good,"i8: Rest (e.g. rolling in bed, waiting)",I want to and have to,,Inflow,Morning
4/14/20 9:50 AM,0.2620106905400832,Ok,"i8: Rest (e.g. rolling in bed, waiting)",I want to and have to,Evening,Inflow,Morning
4/14/20 9:59 AM,0.7259792119135012,Good,"i1: Consuming art (e.g. movie, museum)",I want to,,Inflow,Morning
4/14/20 10:00 AM,0.0732407481040791,Good,"i6: Learning (e.g. reading, researching, attending lecture)",I want to and have to,Morning,Inflow,Morning
4/14/20 10:00 AM,0.8262523326828731,Ok,"i2: Exploratory (e.g. internet search, fb)",I want to,Evening,Inflow,Morning
4/14/20 10:00 AM,0.2972751661913613,Good,"i1: Consuming art (e.g. movie, museum)",I want to,Morning,Inflow,Morning
4/14/20 10:00 AM,0.2620106905400832,Good,"b2: Communication - Virtual, Social (e.g. messaging)",I want to,Evening,Bi-Directional,Morning
4/14/20 10:02 AM,0.003906290489614772,Good,"i6: Learning (e.g. reading, researching, attending lecture)",I have to,Evening,Inflow,Morning
4/14/20 10:02 AM,0.29391579396123757,Ok,"i8: Rest (e.g. rolling in bed, waiting)",I want to,Evening,Inflow,Morning
4/14/20 10:02 AM,0.056777490296152755,Ok,"i6: Learning (e.g. reading, researching, attending lecture)",I have to,,Inflow,Morning
4/14/20 10:04 AM,0.21399290811170335,Ok,"b1: Communication - Virtual, Collaborative (e.g. emailing)",I have to,Evening,Bi-Directional,Morning
4/14/20 10:05 AM,0.07987691256179696,Good,"i5: Fun (e.g. drinking, games)",I want to,,Inflow,Morning
4/14/20 10:07 AM,0.04207113480625202,Ok,"b9: Socializing (e.g., partying, meal)",I want to,Evening,Bi-Directional,Morning
4/14/20 10:22 AM,0.41432378521528046,Ok,"b3: Collaboration (e.g. meeting, appointment)",I have to,Morning,Bi-Directional,Morning
4/14/20 10:30 AM,0.7259792119135012,Good,"i1: Consuming art (e.g. movie, museum)",I want to,,Inflow,Morning
4/14/20 10:30 AM,0.41432378521528046,Bad,"b3: Collaboration (e.g. meeting, appointment)",I have to,Morning,Bi-Directional,Morning
4/14/20 10:34 AM,0.1891973955850632,Good,"i8: Rest (e.g. rolling in bed, waiting)",I want to,Evening,Inflow,Morning
4/14/20 10:45 AM,0.33879887216117854,Good,"i6: Learning (e.g. reading, researching, attending lecture)",I want to and have to,Evening,Inflow,Morning
4/14/20 10:45 AM,0.11474372029382096,Good,"b2: Communication - Virtual, Social (e.g. messaging)",I want to,,Bi-Directional,Morning
4/14/20 10:47 AM,0.7067347814443499,Good,"b3: Collaboration (e.g. meeting, appointment)",I want to and have to,Morning,Bi-Directional,Morning
4/14/20 10:53 AM,0.22321679639639314,Ok,"b1: Communication - Virtual, Collaborative (e.g. emailing)",I have to,Evening,Bi-Directional,Morning
4/14/20 10:57 AM,0.8902515255079483,Ok,"b7: Manual work (e.g., housework)",I want to and have to,Morning,Bi-Directional,Morning
4/14/20 11:00 AM,0.0732407481040791,Good,"b1: Communication - Virtual, Collaborative (e.g. emailing)",I want to and have to,Morning,Bi-Directional,Morning
4/14/20 11:00 AM,0.003906290489614772,Ok,i3: Eating and drinking,I want to and have to,Evening,Inflow,Morning
4/14/20 11:00 AM,0.4679025128092601,Good,i3: Eating and drinking,I want to and have to,,Inflow,Morning
4/14/20 11:00 AM,0.21399290811170335,Ok,"i2: Exploratory (e.g. internet search, fb)",I have to,Evening,Inflow,Morning
4/14/20 11:12 AM,0.07987691256179696,Bad,"b3: Collaboration (e.g. meeting, appointment)",I have to,,Bi-Directional,Morning
4/14/20 11:21 AM,0.25970807074888325,Good,i3: Eating and drinking,I want to and have to,Evening,Inflow,Morning
4/14/20 11:35 AM,0.2972751661913613,Amazing,i3: Eating and drinking,I want to and have to,Morning,Inflow,Morning
4/14/20 11:38 AM,0.07166431874897428,Amazing,"i8: Rest (e.g. rolling in bed, waiting)",I want to,Evening,Inflow,Morning
4/14/20 11:39 AM,0.7154627748693038,Good,"b6: Logistical (e.g. planning, commuting, errands)",I have to,Morning,Bi-Directional,Morning
4/14/20 11:45 AM,0.14014177973779474,Good,"b2: Communication - Virtual, Social (e.g. messaging)",I want to,,Bi-Directional,Morning
4/14/20 11:46 AM,0.011015262917951851,Ok,"b5: Intellectual (e.g. writing, coding)",I have to,Evening,Bi-Directional,Morning
4/14/20 11:51 AM,0.22321679639639314,Good,"b1: Communication - Virtual, Collaborative (e.g. emailing)",I want to,Evening,Bi-Directional,Morning
4/14/20 11:51 AM,0.003906290489614772,Ok,"b6: Logistical (e.g. planning, commuting, errands)",I have to,Evening,Bi-Directional,Morning
4/14/20 11:52 AM,0.7116742748513436,Good,"i6: Learning (e.g. reading, researching, attending lecture)",I want to,,Inflow,Morning
4/14/20 12:00 PM,0.0732407481040791,Good,"i6: Learning (e.g. reading, researching, attending lecture)",I want to and have to,Morning,Inflow,Afternoon
4/14/20 12:00 PM,0.18749150776964763,Good,"i6: Learning (e.g. reading, researching, attending lecture)",I want to and have to,Evening,Inflow,Afternoon
4/14/20 12:00 PM,0.29391579396123757,Amazing,i4: Exercise,I want to,Evening,Inflow,Afternoon
4/14/20 12:00 PM,0.003906290489614772,Ok,"b5: Intellectual (e.g. writing, coding)",I have to,Evening,Bi-Directional,Afternoon
4/14/20 12:00 PM,0.2972751661913613,Good,"b2: Communication - Virtual, Social (e.g. messaging)",I want to,Morning,Bi-Directional,Afternoon
4/14/20 12:03 PM,0.6418846738228277,Ok,"b1: Communication - Virtual, Collaborative (e.g. emailing)",I have to,,Bi-Directional,Afternoon
4/14/20 12:08 PM,0.8902515255079483,Bad,"b7: Manual work (e.g., housework)",of something else; I neither want to nor have to,Morning,Bi-Directional,Afternoon
4/14/20 12:11 PM,0.056777490296152755,Good,i3: Eating and drinking,I want to and have to,,Inflow,Afternoon
4/14/20 12:14 PM,0.21399290811170335,Good,"b2: Communication - Virtual, Social (e.g. messaging)",I want to,Evening,Bi-Directional,Afternoon
4/14/20 12:15 PM,0.7067347814443499,Ok,"i9: Self-care (e.g. grooming, pooping)",I want to and have to,Morning,Inflow,Afternoon
4/14/20 12:15 PM,0.5230119531266414,Good,"i5: Fun (e.g. drinking, games)",I want to,Morning,Inflow,Afternoon
4/14/20 12:16 PM,0.7259792119135012,Amazing,i4: Exercise,I want to and have to,,Inflow,Afternoon
4/14/20 12:19 PM,0.07987691256179696,Ok,"b3: Collaboration (e.g. meeting, appointment)",I have to,,Bi-Directional,Afternoon
4/14/20 12:37 PM,0.6478801025509782,Bad,"i6: Learning (e.g. reading, researching, attending lecture)",I have to,Evening,Inflow,Afternoon
4/14/20 12:39 PM,0.41434933550599706,Good,i4: Exercise,I want to,,Inflow,Afternoon
4/14/20 12:45 PM,0.003906290489614772,Ok,"i2: Exploratory (e.g. internet search, fb)",I want to,Evening,Inflow,Afternoon
4/14/20 12:45 PM,0.4679025128092601,Ok,i4: Exercise,I want to,,Inflow,Afternoon
4/14/20 12:45 PM,0.14014177973779474,Good,b11: Bi-directional - Other,I want to,,Bi-Directional,Afternoon
4/14/20 12:49 PM,0.07987691256179696,Awful,"b3: Collaboration (e.g. meeting, appointment)",I have to,,Bi-Directional,Afternoon
4/14/20 1:00 PM,0.0732407481040791,Ok,"i6: Learning (e.g. reading, researching, attending lecture)",I want to and have to,Morning,Inflow,Afternoon
4/14/20 1:00 PM,0.7154627748693038,Ok,i4: Exercise,I want to,Morning,Inflow,Afternoon
4/14/20 1:00 PM,0.18749150776964763,Ok,"i6: Learning (e.g. reading, researching, attending lecture)",I have to,Evening,Inflow,Afternoon
4/14/20 1:01 PM,0.2972751661913613,Good,i3: Eating and drinking,I want to and have to,Morning,Inflow,Afternoon
4/14/20 1:01 PM,0.25970807074888325,Ok,"b3: Collaboration (e.g. meeting, appointment)",I have to,Evening,Bi-Directional,Afternoon
4/14/20 1:06 PM,0.21399290811170335,Ok,"b2: Communication - Virtual, Social (e.g. messaging)",I want to,Evening,Bi-Directional,Afternoon
4/14/20 1:17 PM,0.003906290489614772,Ok,"i5: Fun (e.g. drinking, games)",I want to,Evening,Inflow,Afternoon
4/14/20 1:32 PM,0.8046453647887467,Bad,i4: Exercise,I want to and have to,Morning,Inflow,Afternoon
4/14/20 1:34 PM,0.6616841653736802,Ok,"i2: Exploratory (e.g. internet search, fb)",I want to,Evening,Inflow,Afternoon
4/14/20 1:34 PM,0.6737788102981581,Ok,"b5: Intellectual (e.g. writing, coding)",I have to,Morning,Bi-Directional,Afternoon
4/14/20 1:45 PM,0.14014177973779474,Good,i3: Eating and drinking,I want to,,Inflow,Afternoon
4/14/20 1:45 PM,0.2620106905400832,Good,"b1: Communication - Virtual, Collaborative (e.g. emailing)",I want to,Evening,Bi-Directional,Afternoon
4/14/20 1:45 PM,0.07166431874897428,Ok,"b2: Communication - Virtual, Social (e.g. messaging)",I want to,Evening,Bi-Directional,Afternoon
4/14/20 1:56 PM,0.07987691256179696,Ok,"b6: Logistical (e.g. planning, commuting, errands)",I want to,,Bi-Directional,Afternoon
4/14/20 2:00 PM,0.0732407481040791,Good,"b1: Communication - Virtual, Collaborative (e.g. emailing)",I want to and have to,Morning,Bi-Directional,Afternoon
4/14/20 2:00 PM,0.7067347814443499,Good,"b6: Logistical (e.g. planning, commuting, errands)",I want to,Morning,Bi-Directional,Afternoon
4/14/20 2:00 PM,0.29391579396123757,Ok,"i6: Learning (e.g. reading, researching, attending lecture)",I have to,Evening,Inflow,Afternoon
4/14/20 2:01 PM,0.18749150776964763,Good,"b1: Communication - Virtual, Collaborative (e.g. emailing)",I want to,Evening,Bi-Directional,Afternoon
4/14/20 2:01 PM,0.8046453647887467,Ok,"b6: Logistical (e.g. planning, commuting, errands)",I want to and have to,Morning,Bi-Directional,Afternoon
4/14/20 2:01 PM,0.8046453647887467,Ok,"i9: Self-care (e.g. grooming, pooping)",I want to,Morning,Inflow,Afternoon
4/14/20 2:02 PM,0.21399290811170335,Bad,"b2: Communication - Virtual, Social (e.g. messaging)",I want to,Evening,Bi-Directional,Afternoon
4/14/20 2:10 PM,0.7259792119135012,Good,b4: Creative (e.g. painting),I want to and have to,,Bi-Directional,Afternoon
4/14/20 2:15 PM,0.003906290489614772,Ok,"i5: Fun (e.g. drinking, games)",I want to,Evening,Inflow,Afternoon
4/14/20 2:17 PM,0.6478801025509782,Good,"i5: Fun (e.g. drinking, games)",I want to,Evening,Inflow,Afternoon
4/14/20 2:17 PM,0.11474372029382096,Good,"b5: Intellectual (e.g. writing, coding)",I want to,,Bi-Directional,Afternoon
4/14/20 2:30 PM,0.1891973955850632,Ok,b11: Bi-directional - Other,I have to,Evening,Bi-Directional,Afternoon
4/14/20 2:45 PM,0.003906290489614772,Ok,"i5: Fun (e.g. drinking, games)",I want to,Evening,Inflow,Afternoon
4/14/20 2:45 PM,0.14014177973779474,Good,"i8: Rest (e.g. rolling in bed, waiting)",I want to,,Inflow,Afternoon
4/14/20 2:46 PM,0.4679025128092601,Ok,"i5: Fun (e.g. drinking, games)",I want to,,Inflow,Afternoon
4/14/20 2:52 PM,0.2972751661913613,Amazing,"b9: Socializing (e.g., partying, meal)",I want to,Morning,Bi-Directional,Afternoon
4/14/20 2:58 PM,0.41432378521528046,Bad,"b3: Collaboration (e.g. meeting, appointment)",I have to,Morning,Bi-Directional,Afternoon
4/14/20 2:59 PM,0.07987691256179696,Amazing,i3: Eating and drinking,I want to and have to,,Inflow,Afternoon
4/14/20 3:00 PM,0.0732407481040791,Good,"b5: Intellectual (e.g. writing, coding)",I have to,Morning,Bi-Directional,Afternoon
4/14/20 3:00 PM,0.25970807074888325,Ok,"i8: Rest (e.g. rolling in bed, waiting)",I want to,Evening,Inflow,Afternoon
4/14/20 3:01 PM,0.6593225488258994,Ok,i10: Inflow - Other,I have to,Evening,Inflow,Afternoon
4/14/20 3:02 PM,0.2972751661913613,Ok,"b3: Collaboration (e.g. meeting, appointment)",I have to,Morning,Bi-Directional,Afternoon
4/14/20 3:02 PM,0.7154627748693038,Ok,"i9: Self-care (e.g. grooming, pooping)",I want to,Morning,Inflow,Afternoon
4/14/20 3:03 PM,0.04207113480625202,Ok,"b5: Intellectual (e.g. writing, coding)",I have to,Evening,Bi-Directional,Afternoon
4/14/20 3:04 PM,0.21399290811170335,Ok,"b1: Communication - Virtual, Collaborative (e.g. emailing)",I want to,Evening,Bi-Directional,Afternoon
4/14/20 3:09 PM,0.2681813060878999,Ok,"b2: Communication - Virtual, Social (e.g. messaging)",I want to,,Bi-Directional,Afternoon
4/14/20 3:24 PM,0.8714338755110943,Ok,"b5: Intellectual (e.g. writing, coding)",I want to and have to,,Bi-Directional,Afternoon
4/14/20 3:30 PM,0.7116742748513436,Good,"i6: Learning (e.g. reading, researching, attending lecture)",I want to,,Inflow,Afternoon
4/14/20 3:30 PM,0.2620106905400832,Good,"i6: Learning (e.g. reading, researching, attending lecture)",I want to,Evening,Inflow,Afternoon
4/14/20 3:30 PM,0.003906290489614772,Ok,"b2: Communication - Virtual, Social (e.g. messaging)",I want to and have to,Evening,Bi-Directional,Afternoon
4/14/20 3:30 PM,0.07987691256179696,Good,"i7: Observation (e.g. strolling, birdwatching)",I want to,,Inflow,Afternoon
4/14/20 3:31 PM,0.5230119531266414,Ok,"i6: Learning (e.g. reading, researching, attending lecture)",I want to and have to,Morning,Inflow,Afternoon
4/14/20 3:31 PM,0.14014177973779474,Good,"i2: Exploratory (e.g. internet search, fb)",I want to,,Inflow,Afternoon
